idiom_id,sense_number,register,region,definitions,version,created_at,updated_at,idiom,meaning_id
te_unspecified_0102,1,"[""literary"",""neutral""]","[""Telugu"",""India"",""South Asia""]","[""A dream about a lion; a vision involving or characterized by a lion.""]",1,2025-11-15 05:25:13.255752,2025-11-15 05:25:13.363788,సింహస్వప్నము,06d01053-942b-4273-80a2-d98d3a197e9d
te_unspecified_0097,2,"[""colloquial"",""figurative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: To restrain oneself or voluntarily limit one’s freedom or ambitions; to refrain from acting or from taking opportunities.""]",1,2025-11-15 05:25:13.255676,2025-11-15 05:25:13.363788,రెక్కలుకట్టుకొనివచ్చు,084c9dce-755d-49a4-aca6-7cb12f420d7d
te_unspecified_0009,2,"[""idiomatic"",""literary"",""poetic""]","[""Telugu-speaking regions""]","[""Figurative: enduring or perpetual; lasting as long as the moon and sun exist; forever.""]",1,2025-11-15 05:25:13.253877,2025-11-15 05:25:13.363788,ఆచంద్రార్కము,0c5e14a1-3d9f-4171-86d4-23a75edacdb0
te_unspecified_0072,2,"[""informal"",""colloquial""]","[""Andhra Pradesh"",""Telangana""]","[""To follow someone closely or to keep close, often stealthily; to tail or monitor a person's movements or actions.""]",1,2025-11-15 05:25:13.255277,2025-11-15 05:25:13.363788,తోక జాడించు,0dbc67c0-592d-45fb-8869-35fdf89e3fde
te_unspecified_0090,1,"[""literary"",""archaic""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Literal: the mirror belonging to or associated with a person named Munjeti.""]",1,2025-11-15 05:25:13.255568,2025-11-15 05:25:13.363788,ముంజేతి దర్పణము,1216e7a8-a2db-44b1-ba58-063e3525349c
te_unspecified_0060,2,"[""informal"",""emphatic""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Figuratively, to beg or plead earnestly with someone for mercy, help, or clemency.""]",1,2025-11-15 05:25:13.255077,2025-11-15 05:25:13.363788,చేతులు కలుపు,122bf48f-5ae0-49af-860e-4cf4fc8adf3b
te_unspecified_0044,1,"[""neutral"",""colloquial""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""A daughter-in-law; the wife of one's son.""]",1,2025-11-15 05:25:13.254809,2025-11-15 05:25:13.363788,కోడికునుకు,13a890ce-0edd-4503-8d05-944eba5963ec
te_unspecified_0078,1,"[""colloquial"",""pejorative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: A trick or act characteristic of a fox (i.e., a sly or cunning stratagem).""]",1,2025-11-15 05:25:13.255376,2025-11-15 05:25:13.363788,నక్కజిత్తు,141e1169-02f7-4e01-9b9e-f671957e062d
te_unspecified_0055,1,"[""neutral"",""formal""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Childhood; the period or state of being a child; early life.""]",1,2025-11-15 05:25:13.254965,2025-11-15 05:25:13.363788,చిన్నతనము,180cc25d-3240-49df-b63d-a0cdb6062e55
te_unspecified_0028,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""To ignore intentionally; to pretend not to notice something objectionable or uncomfortable.""]",1,2025-11-15 05:25:13.254552,2025-11-15 05:25:13.363788,కనుమూయు,183550d6-ddca-4ed1-9250-3cd3463a1215
te_unspecified_0043,1,"[""colloquial""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: to dip or submerge a horn, trunk, or projecting part (composed of roots meaning 'horn/trunk' and 'to dip/put under').""]",1,2025-11-15 05:25:13.254784,2025-11-15 05:25:13.363788,కొంపముంచు,183a5bc2-fc60-4f7e-aab8-598dcd953bcc
te_unspecified_0094,1,"[""neutral"",""literal""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Literal: crocodile tears; tears shed by a crocodile.""]",1,2025-11-15 05:25:13.255626,2025-11-15 05:25:13.363788,మొసలికన్నీరు,1a30ac49-a24b-411e-8d14-57c7f48d6a08
te_unspecified_0070,2,"[""informal"",""colloquial""]","[""Andhra Pradesh"",""Telangana""]","[""Someone or something that appears sweet, pleasant, or flattering but is actually dangerous, harmful, or treacherous.""]",1,2025-11-15 05:25:13.255246,2025-11-15 05:25:13.363788,తేనియపూసినకత్తి,1bf43b5b-beb7-433e-9f2f-f767b15d56e1
te_unspecified_0003,2,"[""colloquial"",""idiomatic""]","[""Telugu-speaking regions""]","[""To make something very easy to understand; to present information in a plain, readily digestible form.""]",1,2025-11-15 05:25:13.253767,2025-11-15 05:25:13.363788,అరటిపండుఒల్చి నోట్లోపెట్టు,1c473bb6-148c-4fb6-b04b-5b87ed2240e7
te_unspecified_0013,1,"[""proper noun"",""formal""]","[""India""]","[""Used as a name or title for a company, group, or organization.""]",1,2025-11-15 05:25:13.253973,2025-11-15 05:25:13.363788,ఆవంత,1d210685-3438-46d6-baa3-c1bfed3caaf3
te_unspecified_0098,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: To grow wings; to acquire wings.""]",1,2025-11-15 05:25:13.255682,2025-11-15 05:25:13.363788,రెక్కలువచ్చు,1d567095-a589-4fcb-b667-b0fb4c207162
te_unspecified_0006,1,"[""colloquial"",""rural"",""archaic""]","[""Telugu-speaking regions""]","[""Literal: a small lump or wad formed by chewing leaves; a bolus of chewed foliage.""]",1,2025-11-15 05:25:13.253813,2025-11-15 05:25:13.363788,ఆకుచాటుపిందె,1e7fc56d-b268-403e-af46-43db1eca54de
te_unspecified_0068,1,"[""colloquial"",""neutral""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Literal: to turn over and carry; to take or turn something around physically.""]",1,2025-11-15 05:25:13.255212,2025-11-15 05:25:13.363788,తిరగతోడు,1e980efb-f3cb-407d-a8e2-d37fa2a68a22
te_unspecified_0026,1,"[""neutral"",""literal""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Placed on a blade or knife; literally located on a knife.""]",1,2025-11-15 05:25:13.254518,2025-11-15 05:25:13.363788,కత్తిమీఁదిసాము,1f4a4e43-8d5d-4379-a801-b59269687e2d
te_unspecified_0031,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: to prick, press, or affect the eye (composed of kanna 'eye' and kuṭṭu 'to prick/press').""]",1,2025-11-15 05:25:13.254591,2025-11-15 05:25:13.363788,కన్నుకుట్టు,1fd14e7d-a93f-49b8-b049-40c68126cd7a
te_unspecified_0009,1,"[""literary"",""poetic"",""archaic""]","[""Telugu-speaking regions""]","[""Literal: the moon and the sun; a compound phrase referring to these two principal celestial bodies.""]",1,2025-11-15 05:25:13.253868,2025-11-15 05:25:13.363788,ఆచంద్రార్కము,1fd489df-4580-4729-b3cc-1de27dbd1733
te_unspecified_0077,1,"[""colloquial"",""pejorative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: To turn (or make) Nandini into a pig.""]",1,2025-11-15 05:25:13.255362,2025-11-15 05:25:13.363788,నందిని పంది చేయు,20ecf8d2-a822-4ee8-b13a-c2ab7d503b8d
te_unspecified_0030,1,"[""neutral"",""colloquial""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: to raise or lift the eye; to look upward or to open one's eyes wider.""]",1,2025-11-15 05:25:13.254576,2025-11-15 05:25:13.363788,కన్నముపెట్టు,2161e09b-2bd3-4081-acf5-4ce1522bb128
te_unspecified_0017,2,"[""neutral"",""common"",""figurative""]","[""India (Telugu-speaking regions)""]","[""To wait for or await an event, decision, or person; to expect something to occur.""]",1,2025-11-15 05:25:13.254055,2025-11-15 05:25:13.363788,ఎదురుచూచు,22521f0e-1eb1-46fb-b513-81fedf6e8d85
te_unspecified_0006,2,"[""colloquial"",""figurative""]","[""Telugu-speaking regions""]","[""Figurative: a trivial matter or an insignificant person; a petty or inconsequential thing.""]",1,2025-11-15 05:25:13.253823,2025-11-15 05:25:13.363788,ఆకుచాటుపిందె,2380e2f5-211d-42bb-8312-5d692690d2d1
te_unspecified_0033,2,"[""colloquial"",""vivid""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: to provoke intense anger, resentment, or fierce emotion in someone; to enrage or fiercely incite.""]",1,2025-11-15 05:25:13.25465,2025-11-15 05:25:13.363788,కన్నులలో నిప్పులు పోసికొను,2425161c-f818-4a85-aa1f-eea356b89308
te_unspecified_0026,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""In extreme danger or a precarious situation; at immediate risk or at someone else's mercy.""]",1,2025-11-15 05:25:13.254525,2025-11-15 05:25:13.363788,కత్తిమీఁదిసాము,245c871e-120e-4eef-ac8e-71fe89036971
te_unspecified_0030,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: to stare at someone with defiance or contempt; to glare in a challenging or confrontational manner.""]",1,2025-11-15 05:25:13.254584,2025-11-15 05:25:13.363788,కన్నముపెట్టు,24d4e845-5758-4895-97d6-bf6639150bcf
te_unspecified_0069,2,"[""neutral"",""colloquial""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Figurative: to become clear or evident; to be revealed or disclosed.""]",1,2025-11-15 05:25:13.255233,2025-11-15 05:25:13.363788,తెల్లబోవు,25498b5d-0481-40d9-bf9e-62c950c8c10f
te_unspecified_0051,1,"[""technical"",""formal""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Literal: the motion or transit of planets; planetary motion.""]",1,2025-11-15 05:25:13.254921,2025-11-15 05:25:13.363788,గ్రహచారము,25b1533b-5cb5-4495-9ffb-778be3ea3c3b
te_unspecified_0049,2,"[""colloquial""]","[""Telugu-speaking regions""]","[""Figuratively, to pack up one’s belongings in order to depart.""]",1,2025-11-15 05:25:13.25489,2025-11-15 05:25:13.363788,గూడుకట్టు,27179d35-aabc-4490-a71b-f9802bdd781f
te_unspecified_0023,1,"[""neutral"",""descriptive""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Literal: something that pleases or attracts the eye; an attractive or conspicuous display.""]",1,2025-11-15 05:25:13.25437,2025-11-15 05:25:13.363788,కంటితుడుపు,2807d3ef-3fb1-42e5-8476-e91fc8d23cd6
te_unspecified_0085,2,"[""informal"",""colloquial""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""A remark or action that tarnishes, smears, or dishonors someone's reputation; an act of defamation or public disparagement.""]",1,2025-11-15 05:25:13.255489,2025-11-15 05:25:13.363788,బురదచల్లు,288d44ca-a0a0-47f3-ae68-beb031317d71
te_unspecified_0059,2,"[""neutral"",""idiomatic""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Figuratively, to absolve oneself of responsibility or involvement; to disclaim responsibility for a matter or to refuse further participation.""]",1,2025-11-15 05:25:13.255061,2025-11-15 05:25:13.363788,చేతులు కడుగుకొను,29d90373-95dd-4e41-9444-c987f9fbf311
te_unspecified_0011,2,"[""colloquial"",""idiomatic""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Figurative: something or someone trivial, inconsequential, or treated as a mere trifle; a pawn or insignificant element in a larger game or affair.""]",1,2025-11-15 05:25:13.253944,2025-11-15 05:25:13.363788,ఆటలో అరటిపండు,2ea992f2-c4e6-4b3a-bc7c-8414e8343a3a
te_unspecified_0038,1,"[""literal"",""neutral""]","[""Telugu-speaking regions""]","[""To slip, slide, or lose one's footing; to have the foot give way.""]",1,2025-11-15 05:25:13.254712,2025-11-15 05:25:13.363788,కాలుజారు,2feded90-d69d-4d6d-ac6a-0cb27403b38d
te_unspecified_0027,2,"[""colloquial"",""figurative""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""A lack of perception or insight; failure to see or recognize what is obvious.""]",1,2025-11-15 05:25:13.254539,2025-11-15 05:25:13.363788,కనుగప్పు,3105fc5c-6479-48f6-a065-052d89086c3b
te_unspecified_0086,2,"[""informal"",""colloquial""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""To blacken or besmirch someone's reputation by making damaging statements; to defame or disgrace.""]",1,2025-11-15 05:25:13.255506,2025-11-15 05:25:13.363788,బొగ్గుకరచు,332d2e3f-6ddf-4af7-9a1e-dc935c6cefcf
te_unspecified_0020,1,"[""informal"",""colloquial""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Literal: to hear something into one ear and let it out through the other without retaining it.""]",1,2025-11-15 05:25:13.254114,2025-11-15 05:25:13.363788,ఒక చెవితో విని మరో చెవితో వదిలెయ్యడం,3504715a-e066-4bf6-991c-24b4b69d00be
te_unspecified_0095,1,"[""colloquial"",""regional""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: To become like a lizard; to assume the still, clinging posture or appearance of a lizard.""]",1,2025-11-15 05:25:13.255641,2025-11-15 05:25:13.363788,మొసలిపడిశము,3643efdb-3187-4d17-9906-a43ea2521c4b
te_unspecified_0085,1,"[""neutral""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""A physical splash, splatter, or smear of mud or wet dirt.""]",1,2025-11-15 05:25:13.255482,2025-11-15 05:25:13.363788,బురదచల్లు,36fb0d6b-f8bb-41ed-a375-641970eaa1d9
te_unspecified_0035,1,"[""literal"",""literary""]","[""Telugu-speaking regions""]","[""Literally, 'India without ears'; a phrase formed from words meaning a nation lacking ears.""]",1,2025-11-15 05:25:13.254671,2025-11-15 05:25:13.363788,కర్ణుడులేని భారతము,3730028f-d462-427c-8bf7-0926c39cf6de
te_unspecified_0091,2,"[""literary"",""figurative""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Figurative: a token of ostentation or decorative display; an object or accessory used primarily to show off status or adornment.""]",1,2025-11-15 05:25:13.255589,2025-11-15 05:25:13.363788,ముంజేతికంకణము,3abc2c5f-4767-414b-8e95-01f5bc464355
te_unspecified_0080,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: to make a slip of the tongue that reveals a secret or says something indiscreet.""]",1,2025-11-15 05:25:13.255412,2025-11-15 05:25:13.363788,నాలుకజారు,3e1494e6-c9d9-4bfb-938d-6012804e1661
te_unspecified_0084,2,"[""colloquial"",""critical""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: an ostentatious or superficially attractive object or person valued for appearance or show rather than for substance.""]",1,2025-11-15 05:25:13.255475,2025-11-15 05:25:13.363788,బంగారపుబొమ్మ,3e39093c-d77b-4bcd-a132-03879627b52d
te_unspecified_0047,1,"[""colloquial""]","[""Telugu-speaking regions""]","[""Literally, a 'donkey's egg,' an impossible or non-existent object.""]",1,2025-11-15 05:25:13.254847,2025-11-15 05:25:13.363788,గాడిదగుడ్డు,3ef5b56b-92d5-431f-8b94-f0ed08adaba0
te_unspecified_0049,1,"[""neutral""]","[""Telugu-speaking regions""]","[""Literally, to tie up a bundle or to bind objects together.""]",1,2025-11-15 05:25:13.254883,2025-11-15 05:25:13.363788,గూడుకట్టు,40a35164-9fa0-4a08-894e-ae5c5f2377b2
te_unspecified_0040,1,"[""neutral"",""literary""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal composition meaning 'precious or treasured thing' (compound suggesting something cherished or of high value).""]",1,2025-11-15 05:25:13.254742,2025-11-15 05:25:13.363788,కొంగుబంగారము,41114a2c-4b43-480d-8da0-d4644a99b76d
te_unspecified_0024,1,"[""neutral"",""descriptive""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Literal: to pat or rub one's own stomach with the hand.""]",1,2025-11-15 05:25:13.254488,2025-11-15 05:25:13.363788,కడుపు చేతబట్టుకొను,43778fbe-c3f0-4722-8241-e5fc4f4450ef
te_unspecified_0042,1,"[""neutral"",""literal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: to climb a hill or mountain; to ascend to a high place.""]",1,2025-11-15 05:25:13.25477,2025-11-15 05:25:13.363788,కొండెక్కు,454063ce-b96a-4419-9705-bf8021e58ce1
te_unspecified_0056,1,"[""neutral""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""A literal search for or collection of sarees or garments; shopping or hunting for cloth.""]",1,2025-11-15 05:25:13.255,2025-11-15 05:25:13.363788,చీరలవేట,45c7e266-7913-4cb3-b642-e2922983662b
te_unspecified_0064,2,"[""pejorative"",""informal"",""critical""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Figuratively, stubborn, headstrong, or obstinate; showing conceit or arrogance.""]",1,2025-11-15 05:25:13.255142,2025-11-15 05:25:13.363788,తలబిరుసు,465bfdb9-1fca-4ed5-ab4b-db8bd9bce1cc
te_unspecified_0078,2,"[""colloquial"",""pejorative"",""political""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: Cunning, crafty behavior or deceptive tactics used to manipulate others or gain advantage.""]",1,2025-11-15 05:25:13.255383,2025-11-15 05:25:13.363788,నక్కజిత్తు,46973980-3546-4aed-98a9-b375d635055c
te_unspecified_0019,2,"[""colloquial"",""idiomatic"",""figurative""]","[""India (Telugu-speaking regions)""]","[""By any means necessary; one way or another; using whatever methods are required to achieve an outcome.""]",1,2025-11-15 05:25:13.254103,2025-11-15 05:25:13.363788,ఏదో విధంగా,469e5ccb-eb66-453c-b49b-e19183e2bcc2
te_unspecified_0012,1,"[""neutral"",""scientific""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Literal: tides; the regular rise and fall of sea levels caused by the gravitational interaction between the Earth, moon, and sun.""]",1,2025-11-15 05:25:13.253954,2025-11-15 05:25:13.363788,ఆటుపోట్లు,46f5c4d2-2017-4977-96a0-919894605569
te_unspecified_0060,1,"[""neutral"",""formal""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Literally, to fold or press the hands together, as in a gesture of prayer or supplication.""]",1,2025-11-15 05:25:13.255069,2025-11-15 05:25:13.363788,చేతులు కలుపు,481417dc-4bd3-4d70-bc5a-9a67e51776e0
te_unspecified_0056,2,"[""informal"",""colloquial"",""pejorative""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Figuratively, the pursuit of women or womanizing; actively seeking female company in a flirtatious or predatory manner.""]",1,2025-11-15 05:25:13.25501,2025-11-15 05:25:13.363788,చీరలవేట,48d48b0e-471f-4de9-9816-0e2f552a228b
te_unspecified_0101,2,"[""neutral"",""journalistic""]","[""Telugu"",""India"",""Telugu diaspora""]","[""To draw attention to or to highlight something; to present or emphasize prominently.""]",1,2025-11-15 05:25:13.255743,2025-11-15 05:25:13.363788,వేలెత్తి చూపు,49297f85-81ec-4567-9820-0de2e22762fc
te_unspecified_0041,1,"[""neutral"",""colloquial""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: as large or as much as a mountain; denoting great physical size or extent.""]",1,2025-11-15 05:25:13.254756,2025-11-15 05:25:13.363788,కొండంత,49df21be-020e-4db2-9947-46c5205b8ffd
te_unspecified_0036,1,"[""literal"",""neutral""]","[""Telugu-speaking regions""]","[""To make or set a time; to schedule or designate a time for an event or action.""]",1,2025-11-15 05:25:13.254685,2025-11-15 05:25:13.363788,కాలంచేయు,4af46a28-df41-4483-92f9-68c8cecdad3b
te_unspecified_0029,1,"[""neutral"",""literal"",""literary""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""The act of turning or opening the eye; a literal movement of the eyes.""]",1,2025-11-15 05:25:13.254559,2025-11-15 05:25:13.363788,కనువిప్పు,4c753c93-74a0-4a74-b0fe-b5bed4c8fc6b
te_unspecified_0064,1,"[""neutral""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Literally, having the head turned or tilted.""]",1,2025-11-15 05:25:13.255135,2025-11-15 05:25:13.363788,తలబిరుసు,4e5a0b52-acd2-47ab-ba24-1ccfc2f76547
te_unspecified_0024,2,"[""colloquial"",""idiomatic""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Figurative: to be self-satisfied or complacent, often showing contentment or pride in one's situation or achievements.""]",1,2025-11-15 05:25:13.254496,2025-11-15 05:25:13.363788,కడుపు చేతబట్టుకొను,4f20b58e-9571-4d65-9108-88f3e6d32722
te_unspecified_0010,2,"[""colloquial"",""idiomatic""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Figurative: to go along with a plan, scheme, or prevailing situation; to comply or cooperate without resisting.""]",1,2025-11-15 05:25:13.253897,2025-11-15 05:25:13.363788,ఆటలుసాగు,51789a96-bf45-4074-b180-c0d521b5edd7
te_unspecified_0039,2,"[""figurative"",""colloquial"",""pejorative""]","[""Telugu-speaking regions""]","[""To die an ignoble, miserable, or neglected death; to perish without honour, care, or proper regard.""]",1,2025-11-15 05:25:13.254735,2025-11-15 05:25:13.363788,కుక్కచావు,520c7e42-4082-49ca-8ff7-d79d6591568e
te_unspecified_0066,1,"[""neutral"",""colloquial""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Literal: to lower one's head physically; to incline the head downward.""]",1,2025-11-15 05:25:13.255163,2025-11-15 05:25:13.363788,తలవంచుకొను,532a07f6-9389-49ba-b910-fa37cb1c4aa7
te_unspecified_0050,1,"[""neutral"",""colloquial""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Literal: to give something into someone's hand openly; to hand over in full view.""]",1,2025-11-15 05:25:13.254906,2025-11-15 05:25:13.363788,గోచిచేతికిచ్చు,5354c99a-7811-4092-b20a-9baa5fc09553
te_unspecified_0087,1,"[""formal"",""neutral""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""Having the qualities of clean water: clear, pure, fresh, or uncontaminated.""]",1,2025-11-15 05:25:13.255515,2025-11-15 05:25:13.363788,మంచినీళ్లప్రాయము,577182d6-80a9-4ac4-b9fb-a54f9d05f21e
te_unspecified_0082,2,"[""formal"",""colloquial""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: to be honored, promoted, or publicly recognized; to receive distinction or an authoritative position.""]",1,2025-11-15 05:25:13.255444,2025-11-15 05:25:13.363788,పగ్గాలు అందుకొను,5874d6cd-fe33-4849-bec9-8fa69a4d4a12
te_unspecified_0019,1,"[""neutral"",""common"",""literal""]","[""India (Telugu-speaking regions)""]","[""In some manner or in some way; indicating that something will be done or occur without specifying how.""]",1,2025-11-15 05:25:13.254091,2025-11-15 05:25:13.363788,ఏదో విధంగా,59b3cd58-9a24-43d6-9ed3-6c44c898eb18
te_unspecified_0000,1,"[""neutral""]","[""Telugu-speaking regions""]","[""A lightning discharge accompanied by thunder; a lightning bolt or thunderbolt.""]",1,2025-11-15 05:25:13.253676,2025-11-15 05:25:13.363788,అగ్గిపిడుగు,59cc5a12-f2fa-4992-bc60-a43ac23a1c62
te_unspecified_0001,2,"[""idiomatic"",""colloquial""]","[""Telugu-speaking regions""]","[""To exacerbate a dispute or tense situation; to inflame tensions or 'add fuel to the fire.'""]",1,2025-11-15 05:25:13.253728,2025-11-15 05:25:13.363788,అగ్నికి అజ్యం పోయు,5b7d32ea-8e39-40f9-a726-e364698537d1
te_unspecified_0015,2,"[""colloquial"",""figurative""]","[""India (Telugu-speaking regions)""]","[""To be experienced or seasoned through hardship; to have endured difficulties that confer practical knowledge or reliability.""]",1,2025-11-15 05:25:13.254019,2025-11-15 05:25:13.363788,ఉప్పుతిను,5d6bebf7-95d5-42e4-bc97-0f9335cc3831
te_unspecified_0083,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: an obsessive attraction to gold or wealth; greed for monetary or material gain.""]",1,2025-11-15 05:25:13.255458,2025-11-15 05:25:13.363788,బంగారపుపిచుక,5e8535e9-80e2-4cc0-a3e0-1dfd1a38e63e
te_unspecified_0062,1,"[""formal"",""neutral"",""critical""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Literally and figuratively, full of mistakes; erroneous, inaccurate, or rife with errors.""]",1,2025-11-15 05:25:13.255111,2025-11-15 05:25:13.363788,తప్పులతడక,5f1b1000-0daa-40fc-ab95-0910aad868e4
