idiom_id,sense_number,register,region,definitions,version,created_at,updated_at,idiom,meaning_id
hi_unspecified_0043,1,"[""neutral"",""medical"",""literal""]","[""India"",""South Asia"",""Hindi-speaking regions""]","[""Literal: an unpleasant sensation on the skin that causes a desire to scratch; itching.""]",1,2025-11-15 05:25:41.416568,2025-11-15 05:25:41.545391,खुजली,0b26b9a3-8297-4c25-a5b5-3253a6df702a
hi_unspecified_0066,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""To have the chest become physically broader.""]",1,2025-11-15 05:25:41.417043,2025-11-15 05:25:41.545391,छाती चौड़ी होना,0b622928-aca9-4aa1-b285-3d3b746e5240
hi_unspecified_0028,2,"[""proverbial"",""colloquial"",""pejorative""]","[""India"",""Hindi-speaking regions""]","[""Figurative: A proverb describing a person who is idle and unproductive but consumes resources; a good-for-nothing or freeloader who is a burden on provisions.""]",1,2025-11-15 05:25:41.416191,2025-11-15 05:25:41.545391,काम का न काज का दुश्मन अनाज का,0beca954-4682-4893-990e-c176b92bd40a
hi_unspecified_0102,2,"[""Proverbial"",""Colloquial"",""Figurative""]","[""India"",""Hindi-speaking regions""]","[""When the source, means, or essential person is removed, the associated effects, functions, or benefits will also cease.""]",1,2025-11-15 05:25:41.417713,2025-11-15 05:25:41.545391,न रहेगा बाँस न बजेगी बाँसुरी,0d67eb26-899d-4600-a0a0-fbf656bcb5a6
hi_unspecified_0056,4,"[""military"",""colloquial"",""literary""]","[""India"",""Hindi-speaking regions""]","[""To charge, mount an attack, or advance to the front in battle or confrontation.""]",1,2025-11-15 05:25:41.416847,2025-11-15 05:25:41.545391,चढ़ जाना,0e4d52bb-9338-46c7-aa75-2b194241b9c0
hi_unspecified_0143,2,"[""proverbial"",""moral"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""A figurative proverb meaning that rewards, bliss, or success require sacrifice, suffering, or great effort; nothing valuable is gained without giving something up.""]",1,2025-11-15 05:25:41.418637,2025-11-15 05:25:41.545391,मरे बिना स्वर्ग नहीं मिलता,0f1bd73c-f8cb-401a-a5cd-b14416eb990e
hi_unspecified_0087,1,"[""neutral""]","[""India""]","[""A literal calm and stillness in the atmosphere immediately before a storm.""]",1,2025-11-15 05:25:41.41744,2025-11-15 05:25:41.545391,तूफ़ान के पहले की शांति,0f9a512a-83b6-4a51-861a-dd4c0fc40a89
hi_unspecified_0081,2,"[""proverb"",""moral"",""figurative""]","[""India"",""South Asia""]","[""Figurative: One will reap the consequences of one’s deeds; people receive rewards or punishments proportionate to their actions (equivalent to 'you reap what you sow').""]",1,2025-11-15 05:25:41.417327,2025-11-15 05:25:41.545391,जैसी करनी वैसी भरनी,0ffefd5b-83d8-4b03-83fc-f91e004e0035
hi_unspecified_0054,1,"[""Literal"",""Proverbial""]","[""India"",""Hindi-speaking regions""]","[""A rhetorical question asking, if a horse befriended grass, what would it eat, taken at face value.""]",1,2025-11-15 05:25:41.416796,2025-11-15 05:25:41.545391,घोड़ा घास से यारी करे तो खाए क्या?,0fff3687-203b-4a92-9b2d-b001ccc60ba3
hi_unspecified_0159,1,"[""neutral""]","[""India"",""Pakistan"",""Nepal""]","[""Literal: Light or illumination; visible radiant energy that makes objects visible.""]",1,2025-11-15 05:25:41.419052,2025-11-15 05:25:41.545391,रोशनी,105d03f7-70a2-42a5-897b-3ffddc0bd7ff
hi_unspecified_0062,2,"[""vulgar"",""slang"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figuratively, to deceive or trick someone; to make someone a fool for the speaker's advantage.""]",1,2025-11-15 05:25:41.416983,2025-11-15 05:25:41.545391,चूतिया काटना,1100a2ef-6d9b-4de8-a737-c11f025a716d
hi_unspecified_0080,1,"[""proverb"",""colloquial""]","[""India"",""South Asia""]","[""Literal: One dresses or equips oneself according to the customs or conditions of a country or place.""]",1,2025-11-15 05:25:41.417305,2025-11-15 05:25:41.545391,जैसा देस वैसा भेस,110e1702-df55-4ce3-b236-b2ca4247dcbf
hi_unspecified_0156,1,"[""neutral""]","[""India"",""Nepal""]","[""Literal: 'Ram's arrow' — a weapon associated with the god Ram in Hindu tradition.""]",1,2025-11-15 05:25:41.418996,2025-11-15 05:25:41.545391,रामबाण,11a040ba-3133-4a6c-b7b4-d3518ce6cb30
hi_unspecified_0051,1,"[""Literal""]","[""India"",""South Asia""]","[""Tears shed by a crocodile; the literal phenomenon of crocodile tears.""]",1,2025-11-15 05:25:41.416748,2025-11-15 05:25:41.545391,घड़ियाली आँसू,120b7f13-3918-460b-af1e-e35e94cf895e
hi_unspecified_0106,1,"[""neutral"",""literal""]","[""India""]","[""Literally, to have one's nose cut.""]",1,2025-11-15 05:25:41.417778,2025-11-15 05:25:41.545391,नाक कटना,12d98409-1f47-42ff-a88b-87a41fb262b8
hi_unspecified_0093,2,"[""colloquial"",""informal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to feel extreme irritation, exasperation, suffocation, or to be driven to the limits of patience or endurance.""]",1,2025-11-15 05:25:41.417568,2025-11-15 05:25:41.545391,दम नाक में आना,12ffa86b-dd2b-4b1a-a4dd-626f8d37e34e
hi_unspecified_0020,1,"[""literal""]","[""India"",""Hindi-speaking regions""]","[""The offspring or young of an owl; literally, a child of an owl.""]",1,2025-11-15 05:25:41.415564,2025-11-15 05:25:41.545391,उल्लू का पट्ठा,13bbd660-4917-4c39-a644-eb2e0e055569
hi_unspecified_0065,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""The literal numeral thirty-six.""]",1,2025-11-15 05:25:41.417022,2025-11-15 05:25:41.545391,छत्तीस का आँकड़ा,1414c48e-5aa3-4cc5-8072-f22dfa55207a
hi_unspecified_0091,1,"[""colloquial"",""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: to stop breathing; to die.""]",1,2025-11-15 05:25:41.417515,2025-11-15 05:25:41.545391,दम तोड़ देना,141a00ab-2c42-414b-b4fa-dc0b73258e5c
hi_unspecified_0042,2,"[""proverb"",""colloquial"",""figurative""]","[""India"",""Hindi-speaking regions""]","[""Figurative: idle minds are prone to mischief or wrongdoing; when people are unoccupied, they are more likely to engage in bad or foolish behavior.""]",1,2025-11-15 05:25:41.416561,2025-11-15 05:25:41.545391,खाली दिमाग शैतान का घर,156a9d88-14f0-45d7-91ee-e4af4717b2cc
hi_unspecified_0007,1,"[""proverbial"",""literary""]","[""India"",""South Asia""]","[""Literal: what is the use of regretting now that the bird has already eaten the field.""]",1,2025-11-15 05:25:41.41525,2025-11-15 05:25:41.545391,अब पछताए क्या होत जब चिड़िया चुग गई खेत,1580b5f3-ab06-4ba9-95d8-6145eaccf32e
hi_unspecified_0076,1,"[""proverbial"",""literal""]","[""India"",""South Asia""]","[""Literally, if there is life, there is the world; life makes everything else possible.""]",1,2025-11-15 05:25:41.417234,2025-11-15 05:25:41.545391,जान है तो जहान है,198efe96-9a57-42c0-951a-adc8feba515c
hi_unspecified_0061,2,"[""vulgar"",""slang"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figuratively, to be deceived, cheated, or made to look foolish; to be taken advantage of.""]",1,2025-11-15 05:25:41.416969,2025-11-15 05:25:41.545391,चूतिया कटना,1a63720b-7a25-4023-bd0e-cafd800fcc78
hi_unspecified_0141,2,"[""colloquial"",""informal""]","[""India"",""Hindi-speaking regions""]","[""To feel depressed, disheartened, or dispirited; to be low in spirits.""]",1,2025-11-15 05:25:41.418606,2025-11-15 05:25:41.545391,मन मारना,1aec0064-af7b-4803-889f-ffd259b8eb1e
hi_unspecified_0121,4,"[""figurative"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to be struck by a sudden calamity or catastrophe; to experience an abrupt disaster (as in the idiom 'आसमान फट जाना').""]",1,2025-11-15 05:25:41.418206,2025-11-15 05:25:41.545391,फट जाना,1b2eecf2-3ca8-4e81-b0df-b27921fd5a32
hi_unspecified_0037,2,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""To state plainly the good and bad aspects of a person or situation, speaking frankly without softening the truth.""]",1,2025-11-15 05:25:41.416461,2025-11-15 05:25:41.545391,खरी खोटी सुनाना,1b76c02f-3c7b-40f0-8f17-1ec01ccc6b7d
hi_unspecified_0142,1,"[""proverbial"",""colloquial"",""rhetorical""]","[""India"",""Hindi-speaking regions""]","[""A rhetorical question literally meaning 'what would one not do when dying?', used to emphasize extreme necessity or compulsion.""]",1,2025-11-15 05:25:41.418614,2025-11-15 05:25:41.545391,मरता क्या न करता,1d34b27b-0fe5-444d-9f82-5e743b0f466a
hi_unspecified_0136,1,"[""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: if one plants a babul (acacia) tree, how will mangoes grow from it?""]",1,2025-11-15 05:25:41.418488,2025-11-15 05:25:41.545391,बोया पेड़ बबूल का तो आम कहाँ से होए,1d71fb62-f758-4080-83ad-c3da9d8737c6
hi_unspecified_0077,2,"[""affectionate"",""colloquial"",""informal""]","[""India"",""South Asia""]","[""A term of endearment for a person regarded as very dear or beloved, often a child, close relative, or beloved companion.""]",1,2025-11-15 05:25:41.417256,2025-11-15 05:25:41.545391,जिगर का टुकड़ा,1e37117d-4480-4ab6-b598-407258f87edd
hi_unspecified_0083,3,"[""colloquial"",""business""]","[""India"",""South Asia""]","[""To find a place for goods, funds, or resources; to allocate or settle assets or stock.""]",1,2025-11-15 05:25:41.417367,2025-11-15 05:25:41.545391,ठिकाने लगाना,1e428dd2-ba2f-48c0-b08b-3f8ef4a1b99e
hi_unspecified_0057,2,"[""colloquial"",""idiomatic""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to be extremely miserly or stingy; to avoid spending even a small amount of money at all costs.""]",1,2025-11-15 05:25:41.416905,2025-11-15 05:25:41.545391,चमड़ी जाए पर दमड़ी न जाए,1f11d0a2-8787-427d-87c3-5ff90371cbca
hi_unspecified_0085,3,"[""colloquial"",""informal""]","[""India""]","[""A one-time lucky success or fluke that occurs without repeatable skill or reasoning.""]",1,2025-11-15 05:25:41.417412,2025-11-15 05:25:41.545391,तुक्का,1fffdea4-e3c6-47b7-b434-39ed60db45c1
hi_unspecified_0144,2,"[""regional"",""colloquial"",""figurative""]","[""Hindi-speaking regions"",""regional dialects""]","[""To be overcome or deeply affected by an emotion or condition; to become immersed in a state (figurative use).""]",1,2025-11-15 05:25:41.418652,2025-11-15 05:25:41.545391,मसें भीगना,20bbe1f6-4e7b-4aa0-bda6-2462648876f6
hi_unspecified_0049,3,"[""neutral"",""figurative"",""colloquial""]","[""India"",""Hindi-speaking regions"",""South Asia""]","[""To take up, accept, or embrace an idea, practice, policy, role, or custom.""]",1,2025-11-15 05:25:41.416725,2025-11-15 05:25:41.545391,गोद लेना,20ec7720-8bec-44b6-b94f-d9ba2c19a682
hi_unspecified_0123,2,"[""neutral"",""discourse""]","[""India"",""Hindi-speaking regions""]","[""As a discourse marker: 'again' used to introduce a contrasting point or to return to a previous topic (equivalent to 'on the other hand' or 'moreover' in some contexts).""]",1,2025-11-15 05:25:41.418254,2025-11-15 05:25:41.545391,फिर से,21196131-b610-4e51-a73c-47c08904f268
hi_unspecified_0131,2,"[""colloquial"",""figurative""]","[""India"",""Hindi-speaking regions""]","[""To narrowly escape a dangerous, difficult, or disastrous situation.""]",1,2025-11-15 05:25:41.418389,2025-11-15 05:25:41.545391,बाल-बाल बचना,21354d0b-baca-4480-a2dc-8a62de0f7209
hi_unspecified_0151,2,"[""idiomatic"",""proverbial""]","[""India"",""Pakistan"",""Hindi/Urdu-speaking regions""]","[""To confine one's zeal, support, or activity to one's own institution, group, or vested interest; to show partisan or self-interested behavior limited to one's own circle.""]",1,2025-11-15 05:25:41.418907,2025-11-15 05:25:41.545391,मुल्ला की दौड़ मस्जिद तक,23904974-9374-4818-a322-c91cacf240f6
hi_unspecified_0050,1,"[""Literal""]","[""India"",""South Asia""]","[""The tears that a crocodile sheds; literal tears produced by a crocodile.""]",1,2025-11-15 05:25:41.416733,2025-11-15 05:25:41.545391,घड़ियाल के आँसू,248ca4ab-98f4-4ea2-a48f-ae0b3e9ea0c1
hi_unspecified_0078,2,"[""proverbial"",""pejorative"",""colloquial""]","[""India"",""South Asia""]","[""To harm, betray, or take advantage of someone who has helped or supported you; equivalent to 'to bite the hand that feeds you.'""]",1,2025-11-15 05:25:41.417282,2025-11-15 05:25:41.545391,जिस थाली में खाना उसी में छेद करना,25305ff7-ec39-4ec2-97f7-c936439a507b
hi_unspecified_0125,1,"[""proverbial"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Literal: How long will the goat's mother celebrate?""]",1,2025-11-15 05:25:41.418277,2025-11-15 05:25:41.545391,बकरे की माँ कब तक ख़ैर मनायेगी,253eaa45-07ac-4aa1-bcff-973be19e3be6
hi_unspecified_0164,2,"[""figurative"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figurative: To be in harmony or accord with someone or something; to act or feel in unison with another person or circumstance.""]",1,2025-11-15 05:25:41.419181,2025-11-15 05:25:41.545391,संग गाना,25ef7827-39c2-4742-a0e9-5325f85847dc
hi_unspecified_0052,1,"[""Literal"",""Proverbial""]","[""India"",""Hindi-speaking regions""]","[""A statement describing a situation in which there are no grains at home while the mother goes out to roast them, taken at face value.""]",1,2025-11-15 05:25:41.416763,2025-11-15 05:25:41.545391,घर में नहीं दाने अम्मा चली भुनाने,25f0f19a-4915-4931-90a3-18a3f7a1847c
hi_unspecified_0036,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Grapes that taste sour; fruit that is tart rather than sweet.""]",1,2025-11-15 05:25:41.41643,2025-11-15 05:25:41.545391,खट्टे अंगूर,270a15a5-583c-4f5e-8a89-70fd879111bd
hi_unspecified_0039,2,"[""formal"",""idiomatic"",""figurative""]","[""India"",""Hindi-speaking regions""]","[""The principle or demand for equal retribution; seeking exact revenge or retributive justice ('an eye for an eye').""]",1,2025-11-15 05:25:41.41649,2025-11-15 05:25:41.545391,ख़ून का बदला ख़ून,273852e0-1097-4e18-8f2e-df3150cb34ba
hi_unspecified_0079,2,"[""discourse"",""colloquial"",""informal""]","[""India"",""South Asia""]","[""A conversational discourse marker used to resume, redirect, or re-emphasize a point in ongoing speech.""]",1,2025-11-15 05:25:41.417298,2025-11-15 05:25:41.545391,जैसा कि मैं कह रहा था,2a7c1869-0158-4c8d-81de-d312b92035f4
hi_unspecified_0144,1,"[""regional"",""colloquial"",""literal""]","[""Hindi-speaking regions"",""regional dialects""]","[""To become wet or soaked; to be drenched (literal use, typically of clothing or objects).""]",1,2025-11-15 05:25:41.418645,2025-11-15 05:25:41.545391,मसें भीगना,2aeb96fa-0db1-4ed0-bd85-c8fb467cd4fc
hi_unspecified_0044,2,"[""proverb"",""figurative"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to undertake great effort or make a big fuss and achieve only a trivial, disappointing, or negligible result; a disproportion between work and outcome.""]",1,2025-11-15 05:25:41.41659,2025-11-15 05:25:41.545391,खोदा पहाड़ निकली चुहिया,2b33458a-c0bc-4324-b79a-a2cc41169c3c
hi_unspecified_0108,1,"[""neutral"",""literal""]","[""India""]","[""Literally, to make someone chew chickpeas (chane) through their nose.""]",1,2025-11-15 05:25:41.417818,2025-11-15 05:25:41.545391,नाकों चने चबवाना,2ba31a79-f639-46cf-8a8d-71dba84e17b2
hi_unspecified_0041,2,"[""neutral"",""standard""]","[""India"",""South Asia"",""Hindi-speaking regions""]","[""Literal (transitive verb): to give food to someone; to feed.""]",1,2025-11-15 05:25:41.416533,2025-11-15 05:25:41.545391,खाना,2ca25a47-1f36-458d-9e95-56ca6014846e
hi_unspecified_0107,1,"[""neutral"",""literal""]","[""India""]","[""Literally, to not allow a fly to sit on one's nose.""]",1,2025-11-15 05:25:41.417796,2025-11-15 05:25:41.545391,नाक पर मक्खी न बैठने देना,2dcb9674-46ec-4cc5-a57a-c91b8dfb077a
hi_unspecified_0160,1,"[""proverbial"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Literal: A proverbial image stating that 'ghosts produced by kicks do not heed words,' i.e., a figurative formulation presented as a concrete image.""]",1,2025-11-15 05:25:41.419106,2025-11-15 05:25:41.545391,लातों के भूत बातों से नहीं मानते,2ddb329c-28a2-41f5-a621-de87727d1c1b
hi_unspecified_0071,1,"[""literal"",""neutral""]","[""India"",""South Asia"",""Hindi""]","[""To sprinkle salt on a burned area of the skin, a literal action that causes additional pain.""]",1,2025-11-15 05:25:41.417152,2025-11-15 05:25:41.545391,जले पर नमक छिड़कना,2e0bf3f0-19bc-473c-baa4-e7d609ec8656
hi_unspecified_0095,2,"[""colloquial"",""proverbial""]","[""India"",""Hindi-speaking regions""]","[""To entertain unrealistic hopes or fantasies; to be deluded or out of touch with reality.""]",1,2025-11-15 05:25:41.417597,2025-11-15 05:25:41.545391,दिन में तारे देखना,2ec0f17e-85aa-4ee4-99f0-7dca11bc41ab
hi_unspecified_0120,2,"[""colloquial"",""informal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to fall quickly into someone's possession, control, or advantage; to be obtained or taken by someone almost instantly.""]",1,2025-11-15 05:25:41.418176,2025-11-15 05:25:41.545391,फट के हाथ में आना,30b8eefa-643f-42be-80f5-30d1d0c8388d
hi_unspecified_0040,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Literal: to have one's blood dry; to lose or have blood drained until it becomes dry or coagulated.""]",1,2025-11-15 05:25:41.416497,2025-11-15 05:25:41.545391,ख़ून सूखना,3165933a-cf02-4fd7-a912-646f345ad6e1
hi_unspecified_0061,1,"[""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Literally, to have the term 'चूतिया' (a vulgar word meaning 'fool' or 'sucker') imposed or 'cut' on someone; not commonly used in a literal sense.""]",1,2025-11-15 05:25:41.416962,2025-11-15 05:25:41.545391,चूतिया कटना,31fcf4bc-0f18-4a16-825f-ab98b9f2769f
hi_unspecified_0091,2,"[""colloquial"",""informal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to cease functioning or fail completely (applied to machines, plans, hopes, etc.).""]",1,2025-11-15 05:25:41.417522,2025-11-15 05:25:41.545391,दम तोड़ देना,322cbb6e-5e94-4dfa-aabc-9f96ed647b08
hi_unspecified_0003,1,"[""colloquial"",""proverbial""]","[""India"",""Hindi-speaking regions""]","[""Literal: a rhetorical question asking whether intelligence (mind) or a buffalo is larger.""]",1,2025-11-15 05:25:41.415168,2025-11-15 05:25:41.545391,अक्ल बड़ी या भैंस,3297f4e8-bd56-4a52-b5b3-9f3dccc60af2
hi_unspecified_0067,2,"[""colloquial"",""idiomatic""]","[""India"",""Hindi-speaking regions""]","[""To feel proud or elated; to experience swelling pride or self-satisfaction.""]",1,2025-11-15 05:25:41.417094,2025-11-15 05:25:41.545391,छाती फूलना,3378e975-c055-4dac-aacc-1491f54fc3d3
hi_unspecified_0026,3,"[""colloquial"",""informal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: To exhaust or overwork someone (or oneself) to the point of severe fatigue or breakage; to make someone work extremely hard.""]",1,2025-11-15 05:25:41.416127,2025-11-15 05:25:41.545391,कमर तोड़ना,33a8de40-afa5-42ba-8a32-85f74d5e9b95
hi_unspecified_0073,3,"[""figurative"",""neutral""]","[""India"",""South Asia"",""Hindi""]","[""To become aware or conscious of a fact, situation, or truth; to attain understanding or realization.""]",1,2025-11-15 05:25:41.417195,2025-11-15 05:25:41.545391,जाग जाना,34026f15-1014-4a9e-944e-28ec2722271d
hi_unspecified_0076,2,"[""proverbial"",""colloquial"",""advisory""]","[""India"",""South Asia""]","[""Used to assert that preserving life or health is the highest priority and that material possessions or other concerns are secondary.""]",1,2025-11-15 05:25:41.417242,2025-11-15 05:25:41.545391,जान है तो जहान है,345334a7-150b-45a0-99e2-1649c1ca1bee
hi_unspecified_0092,4,"[""colloquial"",""coarse""]","[""India"",""Hindi-speaking regions""]","[""Figurative (violent): to cause death by suffocation or to finish someone off (used colloquially).""]",1,2025-11-15 05:25:41.417553,2025-11-15 05:25:41.545391,दम देना,34a1d6a6-6bff-44f9-8041-57da17b98cc0
hi_unspecified_0176,2,"[""proverbial"",""informal""]","[""North India"",""Hindi‑speaking regions""]","[""Figurative: used to remark that people who are themselves flawed or unqualified still voice opinions or criticize others, implying hypocrisy or lack of credibility among those who speak.""]",1,2025-11-15 05:25:41.419456,2025-11-15 05:25:41.545391,सूप बोले तो बोले छलनी भी बोले जिसमें बहत्तर छेद,34daa657-a6cd-408a-9197-8d9e822306d9
hi_unspecified_0105,1,"[""neutral"",""literal""]","[""India""]","[""Literally, 'nine gems' or a collection of nine valuable jewels.""]",1,2025-11-15 05:25:41.417751,2025-11-15 05:25:41.545391,नवरत्न,351ae96d-9036-4832-9102-946829e97e1a
hi_unspecified_0070,2,"[""neutral"",""colloquial""]","[""India"",""South Asia"",""Hindi""]","[""An emotional state of resentment, envy, or jealousy felt toward another person because of their advantages, successes, attention, or possessions.""]",1,2025-11-15 05:25:41.417145,2025-11-15 05:25:41.545391,जलन,352e3421-65d7-4d51-96fd-76d63327d98a
