idiom_id,sense_number,register,region,definitions,version,created_at,updated_at,idiom,meaning_id
es_unspecified_2261,2,"[""colloquial"",""informal""]","[""Spain"",""Latin America""]","[""Figuratively: without hesitation or delay; promptly and decisively (used to introduce a swift action).""]",1,2025-11-15 05:22:44.926986,2025-11-15 05:22:45.052926,ni lerdo ni perezoso,0176d8f1-9ad8-487f-ae8a-1705f0c0fa82
es_unspecified_0578,1,"[""neutral"",""figurative""]","[""Spain"",""Latin America""]","[""To bring an action, process, or story to a conclusion in a way that returns to or resolves its point of origin; to complete a cycle."",""To conclude an investigation, project, or personal journey by addressing unresolved elements and restoring continuity with the beginning.""]",1,2025-11-15 05:22:43.266381,2025-11-15 05:22:43.458803,cerrar el círculo,0194573e-bad9-42d0-b621-b655e0643ad8
es_unspecified_1697,1,"[""informal"",""colloquial""]","[""Spain"",""Latin America""]","[""To make a large profit or to prosper financially, especially by taking advantage of a particular opportunity or season."",""To have a very successful or lucrative period; to cash in or reap substantial gains.""]",1,2025-11-15 05:22:44.44152,2025-11-15 05:22:44.583114,hacer el agosto,01a4a179-8223-4f17-97b0-5c90f4f81cca
es_unspecified_2941,1,"[""neutral""]","[""Spain"",""Latin America""]","[""Literally, to add pears and apples together.""]",1,2025-11-15 05:22:45.433164,2025-11-15 05:22:45.560645,sumar peras con manzanas,01a503fc-8ec1-4afa-8c45-8cb7c893c339
es_unspecified_2654,1,"[""neutral""]","[""Spain"",""Latin America""]","[""Literally, 'because of the flies'; a literal reference to flies or to protecting against them (rare in idiomatic use).""]",1,2025-11-15 05:22:45.159032,2025-11-15 05:22:45.315923,por si las moscas,01b7558a-026c-4af2-9bba-054882ff2bc9
es_unspecified_0580,1,"[""neutral""]","[""General (Spanish-speaking countries)""]","[""To block or obstruct a route or thoroughfare so that people or vehicles cannot continue through."",""To interpose an obstacle or barrier that prevents physical passage.""]",1,2025-11-15 05:22:43.266419,2025-11-15 05:22:43.458803,cerrar el paso,01ba1136-c30e-4a76-89c6-fed36c0b2a63
es_unspecified_0236,2,"[""colloquial"",""informal""]","[""Spain"",""Latin America""]","[""By offering or buying rounds of drinks for others; paying for drinks at a social gathering.""]",1,2025-11-15 05:22:42.475993,2025-11-15 05:22:42.802978,a tragos,01baa118-96a9-45d1-bfaa-2971a2f8c4f0
es_unspecified_0887,1,"[""Neutral"",""Literal""]","[""Spain"",""Latin America""]","[""To tumble, roll, or be thrown about physically; to undergo uncontrolled turns or flips."",""To overturn or capsize so as to cause repeated rolling or spinning.""]",1,2025-11-15 05:22:43.58423,2025-11-15 05:22:43.752245,dar tumbos,01c49b0c-0f8d-4baa-a08f-67e93521d3e3
es_unspecified_2522,2,"[""neutral""]","[""General Spanish""]","[""To cause someone to fall from a donkey, a literal and now rare sense.""]",1,2025-11-15 05:22:45.155884,2025-11-15 05:22:45.315923,poner a caer de un burro,01d1e6c4-b9f6-4091-81ba-69fe1e396d48
es_unspecified_0521,1,"[""informal"",""vulgar"",""slang""]","[""Argentina"",""Chile"",""Uruguay"",""General Latin America""]","[""To be extremely wealthy; to have a great deal of money.""]",1,2025-11-15 05:22:42.961534,2025-11-15 05:22:43.145595,cagar dinero,01e98e50-e321-409f-ac1b-c1dd888144eb
es_unspecified_2362,1,"[""neutral""]","[""Spain"",""Latin America""]","[""Literal gloss: to pay with the same coin.""]",1,2025-11-15 05:22:44.929242,2025-11-15 05:22:45.052926,pagar con la misma moneda,01eba9df-ebff-4896-9349-0da2a4cdc519
es_unspecified_2893,3,"[""neutral"",""informal""]","[""All Spanish-speaking regions""]","[""Figuratively, leaving or departing without announcing it or without saying goodbye.""]",1,2025-11-15 05:22:45.432165,2025-11-15 05:22:45.560645,sin decir palabra,01f01c71-bf27-49e7-8a79-0dea34a74497
es_unspecified_0664,5,"[""colloquial""]","[""Spain"",""Latin America""]","[""Extremely thin or gaunt; very lean (used in some varieties to describe a person's slenderness).""]",1,2025-11-15 05:22:43.267915,2025-11-15 05:22:43.458803,como un clavo,01fe0e9c-5bf1-447e-8ff3-63ffd624f508
es_unspecified_1661,1,"[""religious"",""formal""]","[""Spain"",""Latin America"",""General Spanish""]","[""To utter speech-like sounds believed to be a supernatural or divinely inspired language (glossolalia), especially in Pentecostal and Charismatic Christian contexts.""]",1,2025-11-15 05:22:44.168518,2025-11-15 05:22:44.303969,hablar en lenguas,020efe18-97bf-444d-a8e9-7002d6ff9ffd
es_unspecified_1486,2,"[""informal"",""colloquial""]","[""Spain"",""Latin America""]","[""To desist, to stop making a demonstration or show of something; to put something away and resume normal activity.""]",1,2025-11-15 05:22:44.165582,2025-11-15 05:22:44.303969,envainársela,0215f94d-2e09-4c31-ac91-edf34007503e
es_unspecified_1115,2,"[""colloquial""]","[""Spain""]","[""Spectacular, flashy, or emphatic in an ostentatious or noisy way, likened to a string of firecrackers.""]",1,2025-11-15 05:22:43.867334,2025-11-15 05:22:44.031553,de traca,021a8d25-0f29-4699-8333-ed0d4a148964
es_unspecified_0850,1,"[""colloquial"",""informal""]","[""Spain"",""Latin America""]","[""To attract attention or stand out in an excessive, inappropriate, or ostentatious way, often producing a negative impression.""]",1,2025-11-15 05:22:43.271374,2025-11-15 05:22:43.458803,dar la nota,02241e4f-9469-4252-9a3e-eb641b1864d4
es_unspecified_2324,1,"[""neutral""]","[""Spain""]","[""Literally, not to have even a pastry-maker's (pastelera) idea.""]",1,2025-11-15 05:22:44.928345,2025-11-15 05:22:45.052926,no tener ni pastelera idea,022ae7eb-5045-462c-8063-64893557f0bb
es_unspecified_1084,1,"[""colloquial"",""neutral""]","[""Spain"",""Latin America""]","[""Outwardly; with reference to appearances presented in public as opposed to private behaviour."",""As far as outsiders or the public are concerned.""]",1,2025-11-15 05:22:43.588138,2025-11-15 05:22:43.752245,de puertas para afuera,02425dcb-18d1-4a9d-905e-aa582e8fa4c5
es_unspecified_1513,1,"[""colloquial"",""informal""]","[""Spain"",""Latin America""]","[""To be suspicious or distrustful; to have a nagging doubt about something or someone.""]",1,2025-11-15 05:22:44.166077,2025-11-15 05:22:44.303969,estar con la mosca en la oreja,024292de-da07-407f-adaf-8402fa62e4e9
es_unspecified_1436,1,"[""colloquial"",""neutral""]","[""Spain"",""Latin America"",""General""]","[""Very quickly; almost instantly; in an extremely short space of time.""]",1,2025-11-15 05:22:44.164987,2025-11-15 05:22:44.303969,en un abrir y cerrar de ojos,024639ca-ed15-49bb-ba90-1c48bb0ed196
es_unspecified_3135,1,"[""neutral""]","[""Spain"",""Latin America""]","[""To collapse or fall down (of a physical structure).""]",1,2025-11-15 05:22:45.663112,2025-11-15 05:22:45.784869,venirse abajo,02537c76-066f-4c68-b856-8818ddaef084
es_unspecified_2599,1,"[""neutral"",""formal""]","[""Spain"",""Latin America""]","[""Literally, because of a prior commitment or obligation; owing to a scheduled engagement.""]",1,2025-11-15 05:22:45.157926,2025-11-15 05:22:45.315923,por compromiso,02671801-8c66-4acb-9166-9a5957f41d9c
es_unspecified_2666,2,"[""neutral"",""standard""]","[""All Spanish-speaking countries""]","[""Literal sense 'to preach by means of giving examples', referring to supporting a verbal exhortation with concrete instances or actions.""]",1,2025-11-15 05:22:45.159423,2025-11-15 05:22:45.315923,predicar con el ejemplo,026853be-5fe0-4599-9946-a5780728bf03
es_unspecified_2792,1,"[""literal""]","[""General""]","[""To remove a door or its frame from the hinge or jamb, taken in a strictly physical sense.""]",1,2025-11-15 05:22:45.429919,2025-11-15 05:22:45.560645,sacar de quicio,026c16fd-f55b-4dbf-9f5e-30f3b656e3ac
es_unspecified_2100,2,"[""colloquial"",""informal""]","[""Spain"",""Latin America"",""General Spanish""]","[""Used of a person's comprehension: to perceive or grasp something with greater clarity than before; to be certain about something.""]",1,2025-11-15 05:22:44.693328,2025-11-15 05:22:44.824217,más claro que el agua,027324ee-3f83-4a64-baba-fb37ba9d213b
es_unspecified_3025,1,"[""neutral"",""literal""]","[""Spain"",""Latin America"",""general""]","[""A physical contest in which two opposing teams pull on opposite ends of a rope in order to bring the rope or the opposing team across a central line.""]",1,2025-11-15 05:22:45.660567,2025-11-15 05:22:45.784869,tira y afloja,027e03da-8f1d-4586-a9f5-719469a5640d
es_unspecified_0599,2,"[""colloquial"",""critical""]","[""Spain"",""Latin America""]","[""A term used to contrast common people with elites or authorities, often implying limited power, resources, or influence.""]",1,2025-11-15 05:22:43.266848,2025-11-15 05:22:43.458803,ciudadano de a pie,027e9f2f-1dd4-4b13-88c7-2e73f5626b7e
es_unspecified_0830,1,"[""neutral"",""informal""]","[""Spain"",""Latin America""]","[""To hit the bull's-eye; to strike the precise target."",""To be exactly right in an observation, judgment, or action.""]",1,2025-11-15 05:22:43.271126,2025-11-15 05:22:43.458803,dar en la diana,0281fece-5c7f-49e4-b6bb-29bd66266dd5
es_unspecified_3054,1,"[""informal""]","[""Spain"",""Latin America""]","[""To touch a person’s testicles physically.""]",1,2025-11-15 05:22:45.661189,2025-11-15 05:22:45.784869,tocar los huevos a alguien,0283532e-a563-4f48-bd4d-e5765218e98a
es_unspecified_1455,3,"[""colloquial"",""vulgar""]","[""Spain""]","[""To deceive, trick, or swindle someone so as to gain advantage at their expense; to pull a fast one on someone.""]",1,2025-11-15 05:22:44.165212,2025-11-15 05:22:44.303969,enchufársela,0292563d-27f7-44dc-b502-ad5b5cdceea7
es_unspecified_2568,1,"[""regional"",""colloquial""]","[""Regional usage (varies by locality)""]","[""To position or turn someone so that they are facing toward Cuenca (literal orientation toward the city called Cuenca).""]",1,2025-11-15 05:22:45.157024,2025-11-15 05:22:45.315923,poner mirando pa' Cuenca,02a1c121-614b-47c4-9ed9-ae09af2fb8f4
es_unspecified_0250,2,"[""formal"",""neutral"",""colloquial""]","[""Spain"",""Latin America""]","[""A decisive, do-or-die situation or conflict of existential importance."",""An intense, high-stakes struggle in which failure would have very serious or irreversible consequences.""]",1,2025-11-15 05:22:42.476128,2025-11-15 05:22:42.802978,a vida o muerte,02aa957d-1f0a-4ae9-b162-1106d095a2fe
es_unspecified_0125,1,"[""proverbial"",""neutral""]","[""Spain"",""Latin America"",""General Spanish""]","[""Adopt a brave or cheerful attitude in the face of adversity or unfavorable circumstances."",""Maintain a positive disposition when confronted with difficulties.""]",1,2025-11-15 05:22:42.474205,2025-11-15 05:22:42.802978,a mal tiempo buena cara,02b25938-2136-4922-90d8-b59d999803a6
es_unspecified_1763,1,"[""neutral"",""formal""]","[""Spain"",""Latin America""]","[""To put something in writing; to produce or provide a written document or statement."",""To make a formal record of information in written form, often for legal or administrative purposes.""]",1,2025-11-15 05:22:44.442697,2025-11-15 05:22:44.583114,hacer por escrito,02b6b29c-c94b-4134-a2b1-9c5bea52b8dc
es_unspecified_2722,1,"[""neutral"",""colloquial""]","[""Spain"",""Latin America"",""General Spanish""]","[""Used collectively to refer to people in general, meaning 'most people' or 'everyone to a greater or lesser extent'; expresses that something applies to nearly all members of a group.""]",1,2025-11-15 05:22:45.428367,2025-11-15 05:22:45.560645,quien más quien menos,02c8e2c1-f8e8-4d8b-a6aa-b99b6ccde73d
es_unspecified_2151,2,"[""proverbial"",""colloquial""]","[""Spain"",""Latin America""]","[""To bring up a subject that is especially inappropriate, insensitive, or hurtful given someone's misfortune; to aggravate a person by referring to a particularly sore topic.""]",1,2025-11-15 05:22:44.694047,2025-11-15 05:22:44.824217,mentar la soga en casa del ahorcado,02cf4104-bdde-468a-ab02-bf3e0d12992f
es_unspecified_2837,2,"[""informal"",""colloquial""]","[""Pan-Hispanic""]","[""To flee or run away quickly, especially to escape danger or an awkward situation.""]",1,2025-11-15 05:22:45.431117,2025-11-15 05:22:45.560645,salir por patas,02d3c5f0-fcb1-4a36-8dd1-06b8387b9c0f
es_unspecified_1870,2,"[""medical"",""informal""]","[""General""]","[""A compulsive, recurrent behavior of nose picking (rhinotillexomania); an obsessive habit of extracting nasal mucus.""]",1,2025-11-15 05:22:44.444688,2025-11-15 05:22:44.583114,hurgarse la nariz,02e6a057-2f3c-4253-9822-d68310fa62d9
es_unspecified_2784,2,"[""colloquial"",""informal""]","[""Spain"",""Latin America""]","[""Figurative: to consider oneself excessively knowledgeable or clever, often with an ironic or dismissive tone toward that claimed superiority.""]",1,2025-11-15 05:22:45.429729,2025-11-15 05:22:45.560645,saber más que los ratones colorados,02ef7d56-0d5e-45d1-b986-b892d1bab07b
es_unspecified_2569,2,"[""neutral"",""literal""]","[""Spain"",""Latin America""]","[""To place sticks or other objects in the spokes or mechanism of a wheel; the literal action underlying the idiom.""]",1,2025-11-15 05:22:45.157056,2025-11-15 05:22:45.315923,poner palos en las ruedas,02f379ba-9cd0-450a-bf82-d413b702fe90
es_unspecified_0785,2,"[""informal""]","[""Spain"",""Latin America""]","[""To inspire moral contempt or strong dislike; to be odious or despicable.""]",1,2025-11-15 05:22:43.270246,2025-11-15 05:22:43.458803,dar asco,02fafd5c-cbec-43d9-a4b6-b8c42ccf561c
es_unspecified_0598,1,"[""colloquial"",""descriptive""]","[""Spain"",""Latin America""]","[""A very narrow, slender waist, likened to the thinness of a wasp's waist; used to describe a pronouncedly slim midsection.""]",1,2025-11-15 05:22:43.266823,2025-11-15 05:22:43.458803,cintura de avispa,03068706-3bdf-422d-99cd-584ec41ae3e0
es_unspecified_2372,1,"[""religious"",""formal""]","[""General Spanish""]","[""Daily bread or sustenance; the food or necessities required for daily life.""]",1,2025-11-15 05:22:44.929443,2025-11-15 05:22:45.052926,pan de cada día,0315242d-bae1-4f9f-8997-8985ab017457
es_unspecified_1266,1,"[""informal"",""colloquial""]","[""Spain"",""Latin America""]","[""To vomit; to throw up.""]",1,2025-11-15 05:22:43.870006,2025-11-15 05:22:44.031553,echar la papilla,032ed56a-c701-47ab-88de-1a0a681c0b9a
es_unspecified_0595,1,"[""colloquial"",""informal""]","[""Spain"",""Latin America""]","[""An emphatic expression meaning a very large, indefinite number; used as hyperbole to indicate 'many' or 'a whole lot'.""]",1,2025-11-15 05:22:43.266772,2025-11-15 05:22:43.458803,ciento y la madre,03360780-36a3-4d4b-864a-6c0d55c6641a
es_unspecified_1237,2,"[""informal"",""colloquial""]","[""Spain"",""Latin America""]","[""To spoil or ruin an event, relationship, plan, opportunity, or someone's prospects by one’s actions or circumstances."",""To waste or squander something valuable, including time, chances, or a person's potential.""]",1,2025-11-15 05:22:43.869481,2025-11-15 05:22:44.031553,echar a perder,034c160c-f1f2-4c54-aa66-e4d6bc9d44dd
es_unspecified_2396,1,"[""neutral""]","[""Spain"",""Latin America""]","[""To stop or come to rest in an unfavorable place or situation.""]",1,2025-11-15 05:22:44.929921,2025-11-15 05:22:45.052926,parar en mal,03562eb1-07f1-4a7a-94ed-8c6f5cc234d8
es_unspecified_1406,1,"[""colloquial"",""informal"",""slang""]","[""Spain"",""informal usage in parts of Latin America""]","[""Naked; unclothed. (Informal expression used in some dialects as a synonym of 'en pelotas' or 'desnudo'.)""]",1,2025-11-15 05:22:44.164472,2025-11-15 05:22:44.303969,en porretas,0368cb67-0636-4d91-b967-b2fe0d98e37f
es_unspecified_1836,1,"[""neutral"",""formal""]","[""Spain"",""Latin America""]","[""Until further notice; until a new announcement is made or new instructions are given."",""For an unspecified period pending subsequent communication or decision.""]",1,2025-11-15 05:22:44.444128,2025-11-15 05:22:44.583114,hasta nuevo aviso,0382c108-d32e-45a1-9d0e-1e5ba84d3d07
es_unspecified_1046,1,"[""neutral"",""formal""]","[""General Spanish""]","[""Newly created or of recent origin; recently established or introduced.""]",1,2025-11-15 05:22:43.587315,2025-11-15 05:22:43.752245,de nuevo cuño,0386363d-ec35-4d83-9d08-ee9f9e05e838
es_unspecified_0957,1,"[""neutral""]","[""Spain"",""Latin America""]","[""Describing a person who has retired from active firefighting service and receives a pension; a retired firefighter.""]",1,2025-11-15 05:22:43.585508,2025-11-15 05:22:43.752245,de bombero jubilado,0387cc66-768c-4103-b607-7cfefa0e0079
es_unspecified_0559,2,"[""colloquial"",""informal""]","[""General""]","[""To stake something on a fifty-fifty chance; to risk or gamble on an outcome that is left to chance, often used in contexts like 'double or nothing'.""]",1,2025-11-15 05:22:42.962183,2025-11-15 05:22:43.145595,cara o ceca,038e35b2-f119-4830-bbb6-76d1f9ea4b7a
es_unspecified_3101,2,"[""colloquial"",""informal"",""pejorative""]","[""Spain"",""Latin America""]","[""A hackneyed, unfair, or deceitful trick or ploy; an old, predictable ruse used to deceive or manipulate.""]",1,2025-11-15 05:22:45.662483,2025-11-15 05:22:45.784869,truco del almendruco,0396cd1d-539c-4dba-ab41-deae965ceaf7
es_unspecified_0466,1,"[""neutral"",""formal""]","[""Spain"",""Latin America"",""General""]","[""The anatomical right arm of a person.""]",1,2025-11-15 05:22:42.960621,2025-11-15 05:22:43.145595,brazo derecho,03a7eb96-c4e2-43b1-bfe0-a573f1e772c6
es_unspecified_3024,1,"[""neutral""]","[""General Spanish""]","[""land that is elevated relative to surrounding areas; high ground or upland terrain.""]",1,2025-11-15 05:22:45.660538,2025-11-15 05:22:45.784869,tierra alta,03bc4fa9-b431-4c2d-a9a1-f7c118871535
es_unspecified_1125,2,"[""neutral"",""colloquial""]","[""Spain"",""Latin America"",""General Spanish""]","[""Describing a sudden change that can occur without warning; from one moment to the next."",""Emphasizing the abruptness or immediacy of a shift in circumstances.""]",1,2025-11-15 05:22:43.867446,2025-11-15 05:22:44.031553,de un momento a otro,03bda763-e26a-418c-8ba9-4b07f8b76812
es_unspecified_2297,1,"[""literary"",""archaic""]","[""Spain"",""Latin America""]","[""Literal/archaic: to be unable to bear or carry one's soul; historically used to describe being overwhelmed in a profound or metaphysical sense.""]",1,2025-11-15 05:22:44.92775,2025-11-15 05:22:45.052926,no poder con su alma,03be2cc5-f006-474a-96f6-0b6ce0def52a
es_unspecified_2371,2,"[""colloquial""]","[""General Spanish""]","[""Something very easy to do or accomplish; a task that requires little effort.""]",1,2025-11-15 05:22:44.929433,2025-11-15 05:22:45.052926,pan comido,03bfc547-8a20-41cb-8c7f-ba05b15e4052
es_unspecified_2222,2,"[""neutral"",""colloquial""]","[""Spain"",""Latin America"",""General""]","[""To make strategic, tactical, or behind-the-scenes moves designed to influence events or outcomes, especially in politics, business, or negotiations.""]",1,2025-11-15 05:22:44.695546,2025-11-15 05:22:44.824217,mover fichas,03cb8e8f-c071-4fcb-9255-cc18fdfea094
es_unspecified_2398,2,"[""colloquial"",""neutral""]","[""Spain"",""Latin America""]","[""To halt, check, or curb someone's actions or behavior; to set limits or rebuke someone so they stop what they are doing.""]",1,2025-11-15 05:22:44.929964,2025-11-15 05:22:45.052926,parar los pies,03f1799b-63a3-45ca-880d-36b789da256c
es_unspecified_0796,3,"[""neutral""]","[""Spain"",""Latin America""]","[""To search for and attempt to remove or destroy a target (literal or figurative), such as pests or threats."",""To mount an organized effort to find and deal with particular individuals or groups.""]",1,2025-11-15 05:22:43.270558,2025-11-15 05:22:43.458803,dar caza,03f2bd76-a7bf-41fb-88d6-3cff9556edcf
es_unspecified_0406,1,"[""neutral"",""colloquial""]","[""Spain"",""Latin America""]","[""To help physically by putting one's shoulder to a task; to assist with manual labor."",""To contribute effort or cooperate toward a common goal; to pitch in.""]",1,2025-11-15 05:22:42.95958,2025-11-15 05:22:43.145595,arrimar el hombro,04272442-096c-40a0-ac1f-cc398d6eb465
