idiom_id,sense_number,register,region,definitions,version,created_at,updated_at,idiom,meaning_id
id_unspecified_0011,1,"[""neutral""]","[""Indonesia""]","[""Literal: to become a person or to attain the status of being a human individual.""]",1,2025-11-15 05:25:26.393943,2025-11-15 05:25:26.494881,jadi orang,65ccdd4f-87c2-48fc-a2a8-60bd2b261925
id_unspecified_0015,1,"[""literal"",""informal""]","[""Indonesia""]","[""Literally \""cowboy worm\"": a compound of 'koboi' (cowboy) and 'cacing' (worm), a literal phrase with no common neutral usage.""]",1,2025-11-15 05:25:26.394057,2025-11-15 05:25:26.494881,koboi cacing,67158b7e-ede5-49ee-b17a-46930fa198f6
id_unspecified_0020,1,"[""informal"",""slang""]","[""Indonesia""]","[""Literally, 'time ignorant'; a literal composition of the words but not commonly used on its own to convey a concrete event or object.""]",1,2025-11-15 05:25:26.394199,2025-11-15 05:25:26.494881,masa bodo,6717a494-ca51-4721-837d-1d42fa210d87
id_unspecified_0044,2,"[""business"",""accounting"",""idiomatic""]","[""Indonesia""]","[""To close the books; to cease recording transactions and finalize accounting records, typically at the end of a period.""]",1,2025-11-15 05:25:26.395015,2025-11-15 05:25:26.494881,tutup buku,6e1177fd-e78d-41b5-9cef-9e328966b6ca
id_unspecified_0010,1,"[""neutral""]","[""Indonesia""]","[""Literal: to dig a hole and then fill or close it, referring to the physical action of making and covering an excavation.""]",1,2025-11-15 05:25:26.393922,2025-11-15 05:25:26.494881,"gali lubang, tutup lubang",6ed7aec8-cfeb-4df2-9cf4-228e4f4e51ec
id_unspecified_0012,1,"[""neutral""]","[""Indonesia""]","[""Literal: plural of kaleng; cans or tins used to hold food or other substances.""]",1,2025-11-15 05:25:26.393992,2025-11-15 05:25:26.494881,kaleng-kaleng,6ff6d58d-b3f0-476e-9857-0abf9f79150a
id_unspecified_0016,2,"[""informal"",""derogatory"",""idiomatic"",""slang""]","[""Indonesia""]","[""A person who acts tough or boastful but is actually timid, whiny, or easily upset.""]",1,2025-11-15 05:25:26.394123,2025-11-15 05:25:26.494881,koboi cengeng,7182558d-eaea-449c-840b-cb7c40f8e7c5
id_unspecified_0036,2,"[""formal"",""emphatic""]","[""Indonesia""]","[""To struggle or fight to the utmost limit; to persist to the very last degree.""]",1,2025-11-15 05:25:26.394872,2025-11-15 05:25:26.494881,sampai titik darah penghabisan,71e07fba-52d9-4f63-928e-0506d607e3ac
id_unspecified_0032,2,"[""derogatory"",""informal""]","[""Indonesian""]","[""figurative: a derogatory term for a country perceived as politically unstable, corrupt, or governed by dictatorial elites and dependent on a single export commodity.""]",1,2025-11-15 05:25:26.394807,2025-11-15 05:25:26.494881,republik pisang,727f86e6-5914-48a8-bc6a-173f213f22a4
id_unspecified_0040,2,"[""idiomatic"",""proverbial"",""critical""]","[""Indonesia""]","[""A description of double standards in which rules or laws are applied harshly to the less powerful and leniently to the powerful; one law for the poor and another for the rich.""]",1,2025-11-15 05:25:26.394945,2025-11-15 05:25:26.494881,"tajam ke bawah, tumpul ke atas",7d216a13-0402-436b-8d6a-6b84bcdcf364
id_unspecified_0013,1,"[""neutral""]","[""Indonesia""]","[""Literal: a black goat, referring to an animal of that color.""]",1,2025-11-15 05:25:26.39402,2025-11-15 05:25:26.494881,kambing hitam,84810250-32c1-4dba-bad8-7ebbf332db37
id_unspecified_0030,1,"[""proverbial"",""literary""]","[""Malay"",""Indonesian""]","[""literal translation: 'the favored shoot, and the dish arrives.'""]",1,2025-11-15 05:25:26.394773,2025-11-15 05:25:26.494881,"pucuk dicinta, ulam pun tiba",87b79d10-bf73-4d4a-8b73-dc12e9ef9d07
id_unspecified_0044,1,"[""neutral"",""literal""]","[""Indonesia"",""Malaysia""]","[""To close a physical book by shutting its covers.""]",1,2025-11-15 05:25:26.395007,2025-11-15 05:25:26.494881,tutup buku,8848befc-32e7-4cb2-a699-bbc41797f2b9
id_unspecified_0028,1,"[""neutral"",""literal""]","[""Indonesia""]","[""Having physically long arms or an extended reach.""]",1,2025-11-15 05:25:26.394747,2025-11-15 05:25:26.494881,panjang tangan,887c9899-e381-4de7-9b4e-9ef8e346d7fd
id_unspecified_0027,2,"[""idiomatic"",""colloquial""]","[""Indonesia""]","[""A third, unwanted person accompanying a pair (a 'third wheel') who disrupts or intrudes on a couple's interaction.""]",1,2025-11-15 05:25:26.394739,2025-11-15 05:25:26.494881,obat nyamuk,8d9a74d4-4499-4052-9445-c284f92a10d5
id_unspecified_0009,1,"[""neutral"",""literal""]","[""Indonesia"",""Malay-speaking areas""]","[""Literally 'a durian falling'—an occurrence of durian fruit falling from a tree.""]",1,2025-11-15 05:25:26.393891,2025-11-15 05:25:26.494881,durian runtuh,8e68faf1-a406-4757-b00f-209800bdb4b6
id_unspecified_0041,1,"[""neutral"",""common""]","[""Indonesia"",""Malaysia""]","[""To sleep; to rest in a state of reduced consciousness and diminished responsiveness to external stimuli.""]",1,2025-11-15 05:25:26.394952,2025-11-15 05:25:26.494881,tidur,8e8cf7c4-736a-4894-a9ce-0bcbac6eaae8
id_unspecified_0033,2,"[""informal"",""positive""]","[""Malay"",""Indonesian""]","[""figurative: disposed to help others readily; quick to lend a hand.""]",1,2025-11-15 05:25:26.394819,2025-11-15 05:25:26.494881,ringan tangan,91251b37-3859-4787-b676-ce04ed311e9b
id_unspecified_0022,2,"[""idiomatic"",""proverbial""]","[""Indonesia""]","[""Figuratively, to spend more than one earns or to have expenses exceed income; to be in deficit (similar to 'besar pasak daripada tiang').""]",1,2025-11-15 05:25:26.394251,2025-11-15 05:25:26.494881,"masuk tiga, keluar empat",92cc4243-e2b5-47bf-baaf-aa0431737027
id_unspecified_0034,2,"[""neutral"",""colloquial""]","[""Malay"",""Indonesian""]","[""used as an intensifier in negative or restrictive contexts meaning 'at all' or 'in any way.'""]",1,2025-11-15 05:25:26.394839,2025-11-15 05:25:26.494881,sama sekali,945c8ef1-1c0d-4c94-9a7b-3d1901ea8e71
id_unspecified_0018,1,"[""neutral"",""colloquial""]","[""Indonesia"",""Malaysia"",""Singapore""]","[""To eat; to consume food.""]",1,2025-11-15 05:25:26.394153,2025-11-15 05:25:26.494881,makan,94d01d90-983d-470a-8d01-e26c2165c9ce
id_unspecified_0014,1,"[""neutral"",""formal""]","[""Indonesia""]","[""Literal: special requirements or specific needs that differ from the usual or standard.""]",1,2025-11-15 05:25:26.394039,2025-11-15 05:25:26.494881,kebutuhan khusus,9ae9913a-d173-46b4-98b5-67404ec791b0
id_unspecified_0000,2,"[""informal"",""colloquial"",""idiomatic""]","[""Indonesia""]","[""An expression of concern or request for explanation meaning 'what's going on?' or 'what's the matter?' used to prompt someone to explain a situation or their feelings.""]",1,2025-11-15 05:25:26.393729,2025-11-15 05:25:26.494881,ada apa,a31e9067-6814-433d-b9d4-8b618236ab4c
id_unspecified_0014,2,"[""neutral"",""formal""]","[""Indonesia""]","[""Idiomatic: specific needs for additional care, services, or accommodations due to disabilities, developmental differences, or other conditions that require specialized support.""]",1,2025-11-15 05:25:26.394047,2025-11-15 05:25:26.494881,kebutuhan khusus,a4e152b5-4c3d-4a45-bd4d-63abcca2aa74
id_unspecified_0042,2,"[""idiomatic"",""colloquial""]","[""Indonesia""]","[""Colloquial term for bullets or ammunition; projectiles fired from a firearm.""]",1,2025-11-15 05:25:26.39498,2025-11-15 05:25:26.494881,timah panas,a8d00109-f41f-4812-85d2-4b92d0fb7377
id_unspecified_0041,2,"[""euphemistic"",""colloquial""]","[""Indonesia"",""Malaysia""]","[""A euphemism for having sexual intercourse.""]",1,2025-11-15 05:25:26.394958,2025-11-15 05:25:26.494881,tidur,a9c69936-bacc-4949-b299-7d56e68b2531
id_unspecified_0003,1,"[""neutral"",""literal""]","[""Indonesia""]","[""To sleep together or share a bed with someone; a literal description of occupying the same bed for rest or sleep.""]",1,2025-11-15 05:25:26.393786,2025-11-15 05:25:26.494881,berseketiduran,aad3e759-c4e8-43fe-8ad6-b497e5bd934e
id_unspecified_0026,2,"[""idiomatic"",""colloquial""]","[""Indonesia""]","[""What is done is done; an irreversible situation that cannot be changed.""]",1,2025-11-15 05:25:26.394716,2025-11-15 05:25:26.494881,nasi sudah menjadi bubur,ac1a3e6e-9838-4cb4-b881-5cbc3bf01a8b
id_unspecified_0011,3,"[""informal"",""colloquial""]","[""Indonesia""]","[""Figurative (social success): to become successful, prominent, or respected; to 'be somebody' in terms of social status or achievement.""]",1,2025-11-15 05:25:26.39396,2025-11-15 05:25:26.494881,jadi orang,ad50bdeb-3e33-4fd2-83dc-3e972db01bc1
id_unspecified_0030,2,"[""proverbial"",""informal""]","[""Malay"",""Indonesian""]","[""figurative: finally obtaining something that has been long desired; a wished-for thing or opportunity comes at last.""]",1,2025-11-15 05:25:26.39478,2025-11-15 05:25:26.494881,"pucuk dicinta, ulam pun tiba",aedde722-2d4e-4f99-af9e-661b9a5df377
id_unspecified_0011,2,"[""informal"",""colloquial""]","[""Indonesia""]","[""Figurative (maturational): to grow up, mature, or behave responsibly as an adult.""]",1,2025-11-15 05:25:26.393952,2025-11-15 05:25:26.494881,jadi orang,b083f51e-f40d-4278-a092-f62001b1fabf
id_unspecified_0036,1,"[""formal"",""literary""]","[""Indonesia""]","[""Literally, 'until the blood is exhausted'; to continue until one's physical resources are spent.""]",1,2025-11-15 05:25:26.394865,2025-11-15 05:25:26.494881,sampai titik darah penghabisan,b768bbdd-f769-451e-8762-e934200366bd
id_unspecified_0012,2,"[""informal"",""colloquial"",""pejorative""]","[""Indonesia""]","[""Figurative: not genuine or of poor quality; makeshift, flimsy, or a sham rather than a real or proper item or arrangement.""]",1,2025-11-15 05:25:26.394002,2025-11-15 05:25:26.494881,kaleng-kaleng,ba1d8109-0af4-4a9b-a104-b4817eb8fd94
id_unspecified_0019,3,"[""informal"",""idiomatic"",""colloquial""]","[""Indonesia"",""Malaysia""]","[""To idle or loiter; to pass time aimlessly by sitting around or wandering without purpose.""]",1,2025-11-15 05:25:26.394189,2025-11-15 05:25:26.494881,makan angin,baab14b7-4825-4262-9eb2-9805bae2cffa
id_unspecified_0021,2,"[""informal"",""idiomatic""]","[""Indonesia""]","[""Figuratively, careless, indifferent, or apathetic; used to indicate that one does not care about someone or something.""]",1,2025-11-15 05:25:26.394232,2025-11-15 05:25:26.494881,masa bodoh,bad57354-d083-45a6-a0a0-9fa6ac2f6c4c
id_unspecified_0033,3,"[""informal"",""pejorative""]","[""Malay"",""Indonesian""]","[""figurative: quick to strike or prone to hitting others; given to physical aggression.""]",1,2025-11-15 05:25:26.394826,2025-11-15 05:25:26.494881,ringan tangan,bf4107b6-6b6b-4a97-be99-2eda5b01549e
id_unspecified_0023,2,"[""colloquial"",""idiomatic"",""proverbial""]","[""Indonesia""]","[""Figuratively, to gain a profit, benefit, or windfall effortlessly or without hard work; to receive an unexpected or easy reward.""]",1,2025-11-15 05:25:26.394269,2025-11-15 05:25:26.494881,mendapat pisang terkubak,c02c3479-176a-4ca0-9c5e-f833f05dbdd4
id_unspecified_0034,1,"[""neutral"",""formal""]","[""Malay"",""Indonesian""]","[""literal translation: 'entirely' or 'completely.'""]",1,2025-11-15 05:25:26.394832,2025-11-15 05:25:26.494881,sama sekali,c30d879c-7aa3-444e-b8ce-c38391704f12
id_unspecified_0004,2,"[""idiomatic"",""proverbial"",""figurative""]","[""Indonesia""]","[""An idiom meaning one's expenditures exceed one's income; spending more than one can afford.""]",1,2025-11-15 05:25:26.393814,2025-11-15 05:25:26.494881,besar pasak daripada tiang,c5256a7a-14cf-4037-85ea-d71c30492c28
id_unspecified_0009,2,"[""idiomatic"",""informal""]","[""Indonesia"",""Malay-speaking areas""]","[""An unexpected windfall or stroke of good fortune; a sudden profitable gain.""]",1,2025-11-15 05:25:26.393911,2025-11-15 05:25:26.494881,durian runtuh,cb0b6cd2-28d3-49ae-8182-8cecb6b043dc
id_unspecified_0025,2,"[""idiomatic"",""colloquial""]","[""Indonesia""]","[""A hidden or internal enemy; a person within a group who secretly betrays or works against that group.""]",1,2025-11-15 05:25:26.3947,2025-11-15 05:25:26.494881,musuh dalam selimut,cc04d1d8-36fe-4261-b6d0-76074a5b4ecc
id_unspecified_0035,2,"[""colloquial""]","[""Indonesia"",""Malaysia""]","[""To accomplish two aims in a single action; to obtain an additional benefit while carrying out another task.""]",1,2025-11-15 05:25:26.394856,2025-11-15 05:25:26.494881,sambil menyelam minum air,ced78b4e-00e7-400b-a645-eac4478b37d5
id_unspecified_0025,1,"[""neutral"",""literal""]","[""Indonesia""]","[""An enemy physically concealed under bedding or inside a blanket.""]",1,2025-11-15 05:25:26.394691,2025-11-15 05:25:26.494881,musuh dalam selimut,cee5d1e7-4615-482d-a934-40056afa0728
id_unspecified_0039,2,"[""informal"",""disparaging""]","[""Indonesia"",""Malaysia""]","[""To know one's place; to behave with appropriate modesty or restraint and avoid presumptuous conduct.""]",1,2025-11-15 05:25:26.394931,2025-11-15 05:25:26.494881,tahu diri,d2e34ae6-8a72-455e-b546-fafcb9c7d6cf
id_unspecified_0045,2,"[""informal"",""colloquial""]","[""Indonesia"",""Malaysia""]","[""To conceal, hide, or disguise information, facts, or wrongdoing; to cover up.""]",1,2025-11-15 05:25:26.395036,2025-11-15 05:25:26.494881,tutup-tutupi,d3217de9-cb10-4a45-a3b0-0f4603ea7641
id_unspecified_0013,2,"[""neutral"",""idiomatic""]","[""Indonesia""]","[""Figurative: a person or group unfairly blamed for the faults, mistakes, or problems of others; a scapegoat.""]",1,2025-11-15 05:25:26.39403,2025-11-15 05:25:26.494881,kambing hitam,dd9afb98-de7d-4374-9c5f-6a8f9c48bc7d
id_unspecified_0001,2,"[""idiomatic"",""colloquial"",""figurative""]","[""Indonesia"",""Malay""]","[""An idiom meaning there is a concealed ulterior motive or hidden catch behind an action, offer, or statement.""]",1,2025-11-15 05:25:26.393755,2025-11-15 05:25:26.494881,ada udang di balik batu,dfc3839e-311d-40cd-8546-a25929765267
id_unspecified_0043,1,"[""literal"",""proverbial""]","[""Indonesia"",""Malaysia""]","[""Literally, an empty barrel makes a loud noise.""]",1,2025-11-15 05:25:26.394988,2025-11-15 05:25:26.494881,tong kosong nyaring bunyinya,e3b6d78f-eb7e-45f8-a752-fb0fcb76178c
id_unspecified_0016,1,"[""literal"",""informal""]","[""Indonesia""]","[""Literally \""cowboy crybaby\"": a compound of 'koboi' (cowboy) and 'cengeng' (crying or whiny person), a literal combination used mainly for effect.""]",1,2025-11-15 05:25:26.394091,2025-11-15 05:25:26.494881,koboi cengeng,eb14c34c-2fc6-4afc-9526-4cc92fb4c447
id_unspecified_0003,2,"[""euphemistic"",""informal"",""idiomatic"",""figurative""]","[""Indonesia""]","[""A euphemistic idiom meaning to have sexual intercourse with someone.""]",1,2025-11-15 05:25:26.393796,2025-11-15 05:25:26.494881,berseketiduran,f120f9d3-5d89-4e09-a7ca-60a11827cf9b
id_unspecified_0039,1,"[""neutral""]","[""Indonesia"",""Malaysia""]","[""To know oneself; to understand one's own situation, abilities, or identity.""]",1,2025-11-15 05:25:26.394924,2025-11-15 05:25:26.494881,tahu diri,f3b2a3c1-dc49-4319-b9b5-04e6377ddd8f
id_unspecified_0020,2,"[""informal"",""slang"",""idiomatic""]","[""Indonesia""]","[""Figuratively, an expression of indifference or lack of concern; equivalent to 'I don't care' or 'whatever'.""]",1,2025-11-15 05:25:26.394208,2025-11-15 05:25:26.494881,masa bodo,f625978d-69e7-45d0-bae8-c34e1dc745af
id_unspecified_0010,2,"[""informal"",""colloquial""]","[""Indonesia""]","[""Figurative: to borrow or take on new obligations in order to pay off existing ones, creating a cycle of debt or temporary fixes that conceal underlying problems.""]",1,2025-11-15 05:25:26.393934,2025-11-15 05:25:26.494881,"gali lubang, tutup lubang",fb71530a-f157-4727-8487-bb1352ea1e33
